Datetime,Avg_Temperature,Avg_Humidity,Avg_Soil_Moisture,Light,ET0_Blaney_Criddle,Month,p,ETC
2024-07-18,0.346368715083799,0.0411636485580147,0.5449561403508771,0.13057317304051494,2.3662055865921787,7,0.29,1.656343910614525
2024-07-19,0.22229981378026073,0.26785714285714285,0.16008771929824553,0.13077038369304553,2.3496547951582865,7,0.29,1.6447583566108004
2024-07-20,0.3070297951582869,0.5659792085848424,0.6162280701754385,0.1341387416382683,2.3609577746741155,7,0.29,1.6526704422718808
2024-07-21,0.7241620111731845,0.6381623071763917,0.23135964912280693,0.07628108039883881,2.416603212290503,7,0.29,1.6916222486033519
2024-07-22,0.9352886405959033,0.5699195171026157,0.37390350877192974,0.11269405528209009,2.444767504655493,7,0.29,1.7113372532588451
2024-07-23,0.8116852886405961,0.2739771965124077,0.38103070175438586,0.09193566199671839,2.4282788175046552,7,0.29,1.6997951722532585
2024-07-24,0.6564245810055868,0.06899731723675379,0.338267543859649,0.11203142748958723,2.4075670391061452,7,0.29,1.6852969273743015
2024-07-25,0.45810055865921795,0.2145372233400402,0.40953947368421045,0.12354064117127349,2.3811106145251397,7,0.29,1.6667774301675977
2024-07-26,0.44855679702048423,0.41021126760563376,0.6392543859649121,0.11487126088602799,2.3798374767225323,7,0.29,1.6658862337057725
2024-07-27,0.7504655493482311,0.6571093226022803,0.5740131578947367,0.11294254070427866,2.4201121042830542,7,0.29,1.694078472998138
2024-07-28,0.9583333333333335,0.7186452045606976,0.4665570175438596,0.10026583995961123,2.4478416666666667,7,0.29,1.7134891666666665
2024-07-29,0.7991154562383613,0.43242790073775983,0.5021929824561403,0.15514167613277796,2.4266020018621974,7,0.29,1.6986214013035381
2024-07-30,0.6098696461824954,0.3668678739101274,0.338267543859649,0.15962624637132397,2.401356610800745,7,0.29,1.6809496275605214
2024-07-31,0.42388268156424597,0.3186619718309858,0.28124999999999994,0.10226555597627159,2.3765459497206702,7,0.29,1.663582164804469
2024-08-01,0.4287709497206705,0.3948692152917505,0.5307017543859648,0.14480389372712354,2.2952256983240225,8,0.28,1.6066579888268155
2024-08-02,0.455074487895717,0.6560194500335346,0.3168859649122806,0.145012937018806,2.298613594040969,8,0.28,1.609029515828678
2024-08-03,0.3554469273743018,0.6955063715627096,0.27412280701754377,0.14876782784298873,2.28578156424581,8,0.28,1.600047094972067
2024-08-04,0.5761173184357543,0.35806505700871893,0.4736842105263157,0.08459548150952918,2.3142039106145256,8,0.28,1.6199427374301678
2024-08-05,0.6850558659217878,0.2660127431254191,0.23135964912280693,0.12498027893474693,2.3282351955307266,8,0.28,1.6297646368715084
2024-08-06,0.4476256983240225,0.4076123407109322,0.5307017543859648,0.10195396314527323,2.2976541899441343,8,0.28,1.608357932960894
2024-08-07,0.3047020484171323,0.6540073775989269,0.6469298245614034,0.12425454373343427,2.2792456238361267,8,0.28,1.5954719366852885
2024-08-08,0.5526070763500932,0.6678403755868544,0.5021929824561403,0.13701012873911395,2.311175791433892,8,0.28,1.6178230540037244
2024-08-09,0.5479515828677841,0.5176056338028169,0.40131578947368424,0.08082086962009337,2.3105761638733706,8,0.28,1.6174033147113593
2024-08-10,0.39199255121042836,0.3158953722334003,0.06578947368421055,0.08912738230468255,2.2904886405959033,8,0.28,1.6033420484171321
2024-08-11,0.23044692737430164,0.0950704225352112,0.3815789473684211,0.08286397198031047,2.2696815642458104,8,0.28,1.5887770949720672
2024-08-12,0.1717877094972068,0.3014755197853789,0.02631578947368422,0.08147166477344438,2.2621262569832403,8,0.28,1.5834883798882682
2024-08-13,0.18365921787709505,0.6711938296445338,0.4473684210526316,0.07232503470907482,2.26365530726257,8,0.28,1.584558715083799
2024-08-14,0.40223463687150846,0.8441482226693494,0.09210526315789476,0.11190915688501829,2.2918078212290505,8,0.28,1.6042654748603353
2024-08-15,0.5877560521415272,0.7695338698859825,0.40131578947368424,0.11515130001262146,2.315702979515829,8,0.28,1.62099208566108
2024-08-16,0.407122905027933,0.3380281690140845,0.06578947368421055,0.07377256089864948,2.292437430167598,8,0.28,1.6047062011173185
2024-08-17,0.15921787709497212,0.03630114017437952,0.3815789473684211,0.10445853843241194,2.2605072625698326,8,0.28,1.5823550837988827
2024-08-18,0.050512104283054034,0.26022803487592217,0.02631578947368422,0.10461236274138581,2.2465059590316576,8,0.28,1.5725541713221602
2024-08-19,0.1312849162011174,0.5584339369550637,0.4473684210526316,0.10730626025495392,2.256909497206704,8,0.28,1.5798366480446928
2024-08-20,0.5006983240223465,0.6255030181086519,0.09210526315789476,0.06102092010602042,2.3044899441340783,8,0.28,1.6131429608938548
2024-08-21,0.681564245810056,0.5611167002012072,0.22368421052631582,0.0901528776978417,2.3277854748603355,8,0.28,1.6294498324022348
2024-08-22,0.5709962756052143,0.27188128772635806,0.23026315789473686,0.07353590811561275,2.313544320297952,8,0.28,1.6194810242085662
2024-08-23,0.43575418994413423,0.06664989939637818,0.19078947368421054,0.08963618578821149,2.2961251396648046,8,0.28,1.6072875977653631
2024-08-24,0.2609404096834265,0.21084842387659283,0.256578947368421,0.09883409062223902,2.273609124767226,8,0.28,1.591526387337058
2024-08-25,0.25675046554934833,0.4093729040912139,0.4671052631578947,0.0919080525053641,2.2730694599627563,8,0.28,1.5911486219739293
2024-08-26,0.5251396648044694,0.6545942320590208,0.40789473684210525,0.09034614413732171,2.3076379888268157,8,0.28,1.6153465921787709
2024-08-27,0.7039106145251398,0.7173038229376257,0.3092105263157895,0.0802174050233497,2.3306636871508384,8,0.28,1.6314645810055868
2024-08-28,0.5600558659217878,0.42815224681421865,0.34210526315789486,0.12411255206361226,2.3121351955307263,8,0.28,1.6184946368715083
2024-08-29,0.3931564245810057,0.3556338028169013,0.1907894736842106,0.12769389751356805,2.290638547486034,8,0.28,1.6034469832402236
2024-08-30,0.23044692737430172,0.31019450033534535,0.13815789473684212,0.08181875552189825,2.2696815642458104,8,0.28,1.5887770949720672
2024-08-31,0.2416201117318437,0.3913480885311871,0.3684210526315789,0.11584548150952921,2.2711206703910616,8,0.28,1.589784469273743
2024-09-01,0.27048417132216024,0.6534205231388329,0.17105263157894737,0.11601902688375614,2.2748383612662946,9,0.28,1.592386852886406
2024-09-02,0.18272811918063317,0.6921529175050302,0.1315789473684211,0.11900479616306953,2.263535381750466,9,0.28,1.584474767225326
2024-09-03,0.37034450651769096,0.3554661301140174,0.31578947368421056,0.06767875173545372,2.287700372439479,9,0.28,1.6013902607076351
2024-09-04,0.46066108007448797,0.2574614352783366,0.09210526315789476,0.09998185661996715,2.299333147113594,9,0.28,1.6095332029795157
2024-09-05,0.25325884543761645,0.39604292421193826,0.3684210526315789,0.08156238167360846,2.2726197392923653,9,0.28,1.5908338175046557
2024-09-06,0.13337988826815647,0.6434439973172367,0.47368421052631576,0.09940994572762839,2.2571793296089386,9,0.28,1.580025530726257
2024-09-07,0.3547486033519554,0.6645707578806169,0.34210526315789475,0.10960573646346078,2.285691620111732,9,0.28,1.5999841340782124
